id,area,dificultad,tiempo
382,Química,Alta,85
383,Computación,Baja,90
383,Computación,Media,91
383,Computación,Alta,92
384,Biología,Baja,78
384,Biología,Media,85
384,Biología,Alta,77
385,Leyes,Baja,81
385,Leyes,Media,105
385,Leyes,Alta,101
386,Computación,Baja,87
386,Computación,Media,79
386,Computación,Alta,81
387,Matemáticas,Baja,93
387,Matemáticas,Media,84
387,Matemáticas,Alta,111
388,Matemáticas,Baja,85
388,Matemáticas,Media,78
388,Matemáticas,Alta,76
389,Leyes,Baja,84
389,Leyes,Media,104
389,Leyes,Alta,97
390,Física,Baja,93
390,Física,Media,78
390,Física,Alta,94
391,Computación,Baja,96
391,Computación,Media,104
391,Computación,Alta,88
392,Psicología,Baja,88
392,Psicología,Media,95
392,Psicología,Alta,87
393,Biología,Baja,92
393,Biología,Media,87
393,Biología,Alta,90
394,Leyes,Baja,92
394,Leyes,Media,81
394,Leyes,Alta,92
395,Literatura,Baja,93
395,Literatura,Media,81
395,Literatura,Alta,100
396,Biología,Baja,90
396,Biología,Media,89
396,Biología,Alta,91
397,Física,Baja,86
397,Física,Media,76
397,Física,Alta,91
398,Física,Baja,90
398,Física,Media,83
398,Física,Alta,99
399,Física,Baja,80
399,Física,Media,83
399,Física,Alta,92
400,Física,Baja,93
400,Física,Media,87
400,Física,Alta,102
401,Biología,Baja,96
401,Biología,Media,83
401,Biología,Alta,82
402,Biología,Baja,90
402,Biología,Media,82
402,Biología,Alta,91
403,Biología,Baja,99
403,Biología,Media,95
403,Biología,Alta,101
404,Computación,Baja,93
404,Computación,Media,88
404,Computación,Alta,77
405,Música,Baja,77
405,Música,Media,97
405,Música,Alta,80
406,Arquitectura,Baja,79
406,Arquitectura,Media,90
406,Arquitectura,Alta,95
407,Física,Baja,88
407,Física,Media,78
407,Física,Alta,85
408,Leyes,Baja,77
408,Leyes,Media,94
408,Leyes,Alta,91
409,Leyes,Baja,82
409,Leyes,Media,81
409,Leyes,Alta,96
410,Arquitectura,Baja,90
410,Arquitectura,Media,91
410,Arquitectura,Alta,101
411,Computación,Baja,88
411,Computación,Media,85
411,Computación,Alta,96
412,Computación,Baja,84
412,Computación,Media,82
412,Computación,Alta,94
413,Economía,Baja,90
413,Economía,Media,93
413,Economía,Alta,72
414,Leyes,Baja,79
414,Leyes,Media,98
414,Leyes,Alta,88
415,Música,Baja,76
415,Música,Media,85
415,Música,Alta,96
416,Química,Baja,82
416,Química,Media,89
416,Química,Alta,91
417,Química,Baja,88
417,Química,Media,98
417,Química,Alta,99
418,Psicología,Baja,87
418,Psicología,Media,101
418,Psicología,Alta,102
419,Física,Baja,96
419,Física,Media,85
419,Física,Alta,98
420,Computación,Baja,90
420,Computación,Media,85
420,Computación,Alta,88
421,Computación,Baja,79
421,Computación,Media,93
421,Computación,Alta,91
422,Literatura,Baja,103
422,Literatura,Media,90
422,Literatura,Alta,87
423,Arquitectura,Baja,86
423,Arquitectura,Media,91
423,Arquitectura,Alta,86
424,Leyes,Baja,71
424,Leyes,Media,94
424,Leyes,Alta,87
425,Biología,Baja,82
425,Biología,Media,88
425,Biología,Alta,81
426,Música,Baja,92
426,Música,Media,80
426,Música,Alta,98
427,Leyes,Baja,79
427,Leyes,Media,92
427,Leyes,Alta,79
428,Física,Baja,79
428,Física,Media,91
428,Física,Alta,99
429,Leyes,Baja,82
429,Leyes,Media,90
429,Leyes,Alta,101
430,Psicología,Baja,88
430,Psicología,Media,87
430,Psicología,Alta,98
431,Psicología,Baja,93
431,Psicología,Media,95
431,Psicología,Alta,81
432,Biología,Baja,81
432,Biología,Media,90
432,Biología,Alta,84
433,Biología,Baja,82
433,Biología,Media,88
433,Biología,Alta,105
434,Literatura,Baja,80
434,Literatura,Media,86
434,Literatura,Alta,102
435,Biología,Baja,86
435,Biología,Media,86
435,Biología,Alta,90
436,Literatura,Baja,80
436,Literatura,Media,81
436,Literatura,Alta,96
437,Leyes,Baja,76
437,Leyes,Media,82
437,Leyes,Alta,106
438,Psicología,Baja,83
438,Psicología,Media,80
438,Psicología,Alta,90
439,Leyes,Baja,85
439,Leyes,Media,94
439,Leyes,Alta,92
440,Química,Baja,85
440,Química,Media,98
440,Química,Alta,84
441,Economía,Baja,91
441,Economía,Media,82
441,Economía,Alta,75
442,Física,Baja,79
442,Física,Media,85
442,Física,Alta,97
443,Física,Baja,75
443,Física,Media,97
443,Física,Alta,102
444,Leyes,Baja,81
444,Leyes,Media,94
444,Leyes,Alta,89
445,Literatura,Baja,85
445,Literatura,Media,86
445,Literatura,Alta,108
446,Música,Baja,82
446,Música,Media,83
446,Música,Alta,106
447,Computación,Baja,82
447,Computación,Media,83
447,Computación,Alta,81
448,Economía,Baja,97
448,Economía,Media,102
448,Economía,Alta,83
449,Literatura,Baja,84
449,Literatura,Media,86
449,Literatura,Alta,88
450,Química,Baja,76
450,Química,Media,87
450,Química,Alta,95
451,Psicología,Baja,94
451,Psicología,Media,82
451,Psicología,Alta,84
452,Matemáticas,Baja,93
452,Matemáticas,Media,87
452,Matemáticas,Alta,90
453,Psicología,Baja,88
453,Psicología,Media,95
453,Psicología,Alta,91
454,Química,Baja,81
454,Química,Media,88
454,Química,Alta,85
455,Arquitectura,Baja,94
455,Arquitectura,Media,96
455,Arquitectura,Alta,115
456,Psicología,Baja,88
456,Psicología,Media,82
456,Psicología,Alta,85
457,Psicología,Baja,97
457,Psicología,Media,85
457,Psicología,Alta,74
458,Computación,Baja,87
458,Computación,Media,95
458,Computación,Alta,85
459,Economía,Baja,90
459,Economía,Media,115
459,Economía,Alta,97
460,Biología,Baja,77
460,Biología,Media,78
460,Biología,Alta,94
461,Música,Baja,79
461,Música,Media,91
461,Música,Alta,85
462,Computación,Baja,94
462,Computación,Media,80
462,Computación,Alta,87
463,Leyes,Baja,82
463,Leyes,Media,84
463,Leyes,Alta,92
464,Arquitectura,Baja,94
464,Arquitectura,Media,98
464,Arquitectura,Alta,99
465,Computación,Baja,89
465,Computación,Media,78
465,Computación,Alta,86
466,Química,Baja,79
466,Química,Media,92
466,Química,Alta,112
467,Computación,Baja,82
467,Computación,Media,72
467,Computación,Alta,94
468,Música,Baja,79
468,Música,Media,107
468,Música,Alta,108
469,Física,Baja,80
469,Física,Media,77
469,Física,Alta,87
470,Computación,Baja,83
470,Computación,Media,84
470,Computación,Alta,85
471,Leyes,Baja,85
471,Leyes,Media,101
471,Leyes,Alta,104
472,Literatura,Baja,93
472,Literatura,Media,93
472,Literatura,Alta,95
473,Química,Baja,90
473,Química,Media,100
473,Química,Alta,106
474,Química,Baja,81
474,Química,Media,87
474,Química,Alta,86
475,Matemáticas,Baja,87
475,Matemáticas,Media,88
475,Matemáticas,Alta,105
476,Física,Baja,102
476,Física,Media,82
476,Física,Alta,94
477,Música,Baja,82
477,Música,Media,86
477,Música,Alta,118
478,Leyes,Baja,92
478,Leyes,Media,99
478,Leyes,Alta,94
479,Química,Baja,93
479,Química,Media,92
479,Química,Alta,96
480,Literatura,Baja,78
480,Literatura,Media,78
480,Literatura,Alta,91
481,Matemáticas,Baja,81
481,Matemáticas,Media,76
481,Matemáticas,Alta,86
482,Psicología,Baja,76
482,Psicología,Media,92
482,Psicología,Alta,80
483,Química,Baja,95
483,Química,Media,90
483,Química,Alta,99
484,Literatura,Baja,95
484,Literatura,Media,86
484,Literatura,Alta,86
485,Biología,Baja,97
485,Biología,Media,92
485,Biología,Alta,95
486,Matemáticas,Baja,84
486,Matemáticas,Media,85
486,Matemáticas,Alta,103
487,Economía,Baja,94
487,Economía,Media,90
487,Economía,Alta,76
488,Música,Baja,98
488,Música,Media,69
488,Música,Alta,93
489,Biología,Baja,85
489,Biología,Media,86
489,Biología,Alta,107
490,Literatura,Baja,98
490,Literatura,Media,81
490,Literatura,Alta,102
491,Leyes,Baja,81
491,Leyes,Media,87
491,Leyes,Alta,102
492,Arquitectura,Baja,93
492,Arquitectura,Media,85
492,Arquitectura,Alta,102
493,Física,Baja,84
493,Física,Media,79
493,Física,Alta,86
494,Física,Baja,82
494,Física,Media,97
494,Física,Alta,94
495,Arquitectura,Baja,89
495,Arquitectura,Media,88
495,Arquitectura,Alta,85
496,Música,Baja,83
496,Música,Media,87
496,Música,Alta,101
497,Literatura,Baja,94
497,Literatura,Media,91
497,Literatura,Alta,99
498,Biología,Baja,97
498,Biología,Media,80
498,Biología,Alta,87
499,Matemáticas,Baja,82
499,Matemáticas,Media,77
499,Matemáticas,Alta,98
500,Música,Baja,79
500,Música,Media,82
500,Música,Alta,105
501,Economía,Baja,93
501,Economía,Media,73
501,Economía,Alta,90
502,Química,Baja,81
502,Química,Media,97
502,Química,Alta,99
503,Leyes,Baja,89
503,Leyes,Media,89
503,Leyes,Alta,93
504,Economía,Baja,86
504,Economía,Media,89
504,Economía,Alta,85
505,Computación,Baja,87
505,Computación,Media,89
505,Computación,Alta,101
506,Música,Baja,105
506,Música,Media,82
506,Música,Alta,100
507,Leyes,Baja,82
507,Leyes,Media,87
507,Leyes,Alta,88
508,Economía,Baja,94
508,Economía,Media,90
508,Economía,Alta,84
509,Psicología,Baja,82
509,Psicología,Media,94
509,Psicología,Alta,80
510,Física,Baja,87
510,Física,Media,93
510,Física,Alta,101
511,Biología,Baja,85
511,Biología,Media,83
511,Biología,Alta,106
512,Arquitectura,Baja,103
512,Arquitectura,Media,83
512,Arquitectura,Alta,86
513,Matemáticas,Baja,75
513,Matemáticas,Media,89
513,Matemáticas,Alta,92
514,Arquitectura,Baja,86
514,Arquitectura,Media,95
514,Arquitectura,Alta,81
515,Economía,Baja,90
515,Economía,Media,95
515,Economía,Alta,93
516,Matemáticas,Baja,81
516,Matemáticas,Media,92
516,Matemáticas,Alta,115
517,Matemáticas,Baja,75
517,Matemáticas,Media,104
517,Matemáticas,Alta,101
518,Literatura,Baja,94
518,Literatura,Media,88
518,Literatura,Alta,73
519,Música,Baja,88
519,Música,Media,93
519,Música,Alta,102
520,Economía,Baja,81
520,Economía,Media,83
520,Economía,Alta,83
521,Literatura,Baja,87
521,Literatura,Media,88
521,Literatura,Alta,95
522,Física,Baja,92
522,Física,Media,78
522,Física,Alta,97
523,Computación,Baja,96
523,Computación,Media,80
523,Computación,Alta,85
524,Computación,Baja,86
524,Computación,Media,96
524,Computación,Alta,105
525,Música,Baja,81
525,Música,Media,93
525,Música,Alta,98
526,Computación,Baja,87
526,Computación,Media,99
526,Computación,Alta,90
527,Leyes,Baja,81
527,Leyes,Media,86
527,Leyes,Alta,89
528,Biología,Baja,95
528,Biología,Media,78
528,Biología,Alta,100
529,Economía,Baja,88
529,Economía,Media,84
529,Economía,Alta,77
530,Literatura,Baja,93
530,Literatura,Media,90
530,Literatura,Alta,103
531,Economía,Baja,83
531,Economía,Media,87
531,Economía,Alta,78
532,Leyes,Baja,85
532,Leyes,Media,89
532,Leyes,Alta,85
533,Psicología,Baja,85
533,Psicología,Media,91
533,Psicología,Alta,96
534,Biología,Baja,82
534,Biología,Media,81
534,Biología,Alta,96
535,Química,Baja,107
535,Química,Media,96
535,Química,Alta,87
536,Física,Baja,86
536,Física,Media,100
536,Física,Alta,97
537,Matemáticas,Baja,80
537,Matemáticas,Media,100
537,Matemáticas,Alta,91
538,Biología,Baja,78
538,Biología,Media,85
538,Biología,Alta,101
539,Computación,Baja,86
539,Computación,Media,97
539,Computación,Alta,86
540,Computación,Baja,85
540,Computación,Media,84
540,Computación,Alta,97
541,Computación,Baja,100
541,Computación,Media,93
541,Computación,Alta,101
542,Arquitectura,Baja,95
542,Arquitectura,Media,93
542,Arquitectura,Alta,107
543,Biología,Baja,85
543,Biología,Media,92
543,Biología,Alta,97
544,Economía,Baja,102
544,Economía,Media,87
544,Economía,Alta,81
545,Economía,Baja,81
545,Economía,Media,84
545,Economía,Alta,105
546,Literatura,Baja,91
546,Literatura,Media,85
546,Literatura,Alta,90
547,Literatura,Baja,82
547,Literatura,Media,82
547,Literatura,Alta,101
548,Arquitectura,Baja,93
548,Arquitectura,Media,87
548,Arquitectura,Alta,110
549,Economía,Baja,92
549,Economía,Media,95
549,Economía,Alta,94
550,Leyes,Baja,77
550,Leyes,Media,98
550,Leyes,Alta,93
551,Economía,Baja,87
551,Economía,Media,98
551,Economía,Alta,90
552,Matemáticas,Baja,85
552,Matemáticas,Media,102
552,Matemáticas,Alta,88
553,Música,Baja,83
553,Música,Media,89
553,Música,Alta,93
554,Música,Baja,95
554,Música,Media,93
554,Música,Alta,103
555,Literatura,Baja,96
555,Literatura,Media,96
555,Literatura,Alta,94
556,Leyes,Baja,82
556,Leyes,Media,78
556,Leyes,Alta,95
557,Química,Baja,93
557,Química,Media,106
557,Química,Alta,86
558,Biología,Baja,89
558,Biología,Media,87
558,Biología,Alta,94
559,Literatura,Baja,91
559,Literatura,Media,86
559,Literatura,Alta,88
560,Biología,Baja,92
560,Biología,Media,90
560,Biología,Alta,94
561,Leyes,Baja,80
561,Leyes,Media,91
561,Leyes,Alta,93
562,Matemáticas,Baja,73
562,Matemáticas,Media,94
562,Matemáticas,Alta,104
563,Física,Baja,97
563,Física,Media,91
563,Física,Alta,101
564,Psicología,Baja,75
564,Psicología,Media,89
564,Psicología,Alta,93
565,Computación,Baja,89
565,Computación,Media,84
565,Computación,Alta,94
566,Arquitectura,Baja,89
566,Arquitectura,Media,90
566,Arquitectura,Alta,93
567,Biología,Baja,92
567,Biología,Media,78
567,Biología,Alta,92
568,Economía,Baja,86
568,Economía,Media,96
568,Economía,Alta,112
569,Literatura,Baja,92
569,Literatura,Media,81
569,Literatura,Alta,82
570,Psicología,Baja,85
570,Psicología,Media,92
570,Psicología,Alta,95
571,Literatura,Baja,85
571,Literatura,Media,86
571,Literatura,Alta,88
572,Leyes,Baja,84
572,Leyes,Media,94
572,Leyes,Alta,89
573,Psicología,Baja,77
573,Psicología,Media,87
573,Psicología,Alta,82
574,Leyes,Baja,75
574,Leyes,Media,111
574,Leyes,Alta,102
575,Leyes,Baja,85
575,Leyes,Media,82
575,Leyes,Alta,82
576,Literatura,Baja,95
576,Literatura,Media,84
576,Literatura,Alta,114
577,Música,Baja,89
577,Música,Media,94
577,Música,Alta,103
578,Arquitectura,Baja,85
578,Arquitectura,Media,88
578,Arquitectura,Alta,92
579,Biología,Baja,91
579,Biología,Media,84
579,Biología,Alta,91
580,Física,Baja,79
580,Física,Media,80
580,Física,Alta,82
581,Música,Baja,81
581,Música,Media,87
581,Música,Alta,93
582,Literatura,Baja,87
582,Literatura,Media,87
582,Literatura,Alta,103
583,Psicología,Baja,97
583,Psicología,Media,69
583,Psicología,Alta,86
584,Química,Baja,84
584,Química,Media,97
584,Química,Alta,84
585,Arquitectura,Baja,84
585,Arquitectura,Media,81
585,Arquitectura,Alta,80
586,Computación,Baja,91
586,Computación,Media,80
586,Computación,Alta,84
587,Química,Baja,92
587,Química,Media,82
587,Química,Alta,81
588,Economía,Baja,88
588,Economía,Media,82
588,Economía,Alta,97
589,Leyes,Baja,82
589,Leyes,Media,87
589,Leyes,Alta,91
590,Psicología,Baja,88
590,Psicología,Media,78
590,Psicología,Alta,83
591,Arquitectura,Baja,94
591,Arquitectura,Media,92
591,Arquitectura,Alta,97
592,Literatura,Baja,82
592,Literatura,Media,84
592,Literatura,Alta,98
593,Leyes,Baja,94
593,Leyes,Media,100
593,Leyes,Alta,87
594,Leyes,Baja,96
594,Leyes,Media,115
594,Leyes,Alta,83
595,Química,Baja,85
595,Química,Media,94
595,Química,Alta,108
596,Biología,Baja,103
596,Biología,Media,84
596,Biología,Alta,94
597,Música,Baja,71
597,Música,Media,85
597,Música,Alta,92
598,Literatura,Baja,94
598,Literatura,Media,82
598,Literatura,Alta,95
599,Matemáticas,Baja,70
599,Matemáticas,Media,83
599,Matemáticas,Alta,104
600,Física,Baja,95
600,Física,Media,95
600,Física,Alta,100
601,Física,Baja,80
601,Física,Media,92
601,Física,Alta,96
602,Leyes,Baja,98
602,Leyes,Media,89
602,Leyes,Alta,100
603,Leyes,Baja,98
603,Leyes,Media,85
603,Leyes,Alta,96
604,Biología,Baja,82
604,Biología,Media,89
604,Biología,Alta,96
605,Arquitectura,Baja,81
605,Arquitectura,Media,76
605,Arquitectura,Alta,101
606,Química,Baja,89
606,Química,Media,91
606,Química,Alta,94
607,Economía,Baja,86
607,Economía,Media,91
607,Economía,Alta,91
608,Química,Baja,77
608,Química,Media,96
608,Química,Alta,78
609,Literatura,Baja,83
609,Literatura,Media,82
609,Literatura,Alta,111
610,Física,Baja,93
610,Física,Media,84
610,Física,Alta,80
611,Economía,Baja,89
611,Economía,Media,87
611,Economía,Alta,103
612,Biología,Baja,92
612,Biología,Media,96
612,Biología,Alta,107
613,Física,Baja,83
613,Física,Media,84
613,Física,Alta,95
614,Biología,Baja,79
614,Biología,Media,93
614,Biología,Alta,90
615,Computación,Baja,86
615,Computación,Media,84
615,Computación,Alta,91
616,Matemáticas,Baja,88
616,Matemáticas,Media,91
616,Matemáticas,Alta,92
617,Física,Baja,85
617,Física,Media,84
617,Física,Alta,95
618,Literatura,Baja,91
618,Literatura,Media,83
618,Literatura,Alta,93
619,Física,Baja,74
619,Física,Media,72
619,Física,Alta,92
620,Química,Baja,93
620,Química,Media,86
620,Química,Alta,103
621,Literatura,Baja,94
621,Literatura,Media,81
621,Literatura,Alta,111
622,Música,Baja,72
622,Música,Media,87
622,Música,Alta,89
623,Matemáticas,Baja,73
623,Matemáticas,Media,73
623,Matemáticas,Alta,90
624,Arquitectura,Baja,99
624,Arquitectura,Media,81
624,Arquitectura,Alta,88
625,Matemáticas,Baja,71
625,Matemáticas,Media,94
625,Matemáticas,Alta,104
626,Matemáticas,Baja,97
626,Matemáticas,Media,90
626,Matemáticas,Alta,104
627,Leyes,Baja,87
627,Leyes,Media,87
627,Leyes,Alta,92
628,Matemáticas,Baja,75
628,Matemáticas,Media,82
628,Matemáticas,Alta,99
629,Biología,Baja,92
629,Biología,Media,88
629,Biología,Alta,97
630,Leyes,Baja,79
630,Leyes,Media,100
630,Leyes,Alta,105
631,Física,Baja,92
631,Física,Media,92
631,Física,Alta,94
632,Arquitectura,Baja,79
632,Arquitectura,Media,93
632,Arquitectura,Alta,100
633,Computación,Baja,98
633,Computación,Media,82
633,Computación,Alta,96
634,Literatura,Baja,77
634,Literatura,Media,83
634,Literatura,Alta,94
635,Química,Baja,82
635,Química,Media,95
635,Química,Alta,77
636,Biología,Baja,93
636,Biología,Media,78
636,Biología,Alta,99
637,Biología,Baja,89
637,Biología,Media,85
637,Biología,Alta,84
638,Química,Baja,85
638,Química,Media,102
638,Química,Alta,96
639,Arquitectura,Baja,94
639,Arquitectura,Media,79
639,Arquitectura,Alta,111
640,Música,Baja,83
640,Música,Media,85
640,Música,Alta,102
641,Biología,Baja,99
641,Biología,Media,88
641,Biología,Alta,103
642,Literatura,Baja,83
642,Literatura,Media,87
642,Literatura,Alta,94
643,Química,Baja,87
643,Química,Media,93
643,Química,Alta,79
644,Computación,Baja,85
644,Computación,Media,107
644,Computación,Alta,97
645,Literatura,Baja,99
645,Literatura,Media,82
645,Literatura,Alta,103
646,Psicología,Baja,85
646,Psicología,Media,79
646,Psicología,Alta,94
647,Música,Baja,95
647,Música,Media,90
647,Música,Alta,95
648,Física,Baja,84
648,Física,Media,86
648,Física,Alta,90
649,Arquitectura,Baja,96
649,Arquitectura,Media,85
649,Arquitectura,Alta,109
650,Leyes,Baja,68
650,Leyes,Media,74
650,Leyes,Alta,76
651,Psicología,Baja,85
651,Psicología,Media,100
651,Psicología,Alta,98
652,Química,Baja,96
652,Química,Media,101
652,Química,Alta,71
653,Economía,Baja,84
653,Economía,Media,102
653,Economía,Alta,81
654,Leyes,Baja,78
654,Leyes,Media,78
654,Leyes,Alta,100
655,Psicología,Baja,86
655,Psicología,Media,81
655,Psicología,Alta,86
656,Música,Baja,83
656,Música,Media,81
656,Música,Alta,90
657,Computación,Baja,89
657,Computación,Media,95
657,Computación,Alta,99
658,Literatura,Baja,90
658,Literatura,Media,99
658,Literatura,Alta,83
659,Música,Baja,76
659,Música,Media,87
659,Música,Alta,96
660,Psicología,Baja,86
660,Psicología,Media,80
660,Psicología,Alta,86
661,Biología,Baja,79
661,Biología,Media,93
661,Biología,Alta,105
662,Leyes,Baja,84
662,Leyes,Media,105
662,Leyes,Alta,88
663,Arquitectura,Baja,80
663,Arquitectura,Media,84
663,Arquitectura,Alta,106
664,Música,Baja,81
664,Música,Media,93
664,Música,Alta,98
665,Literatura,Baja,85
665,Literatura,Media,100
665,Literatura,Alta,102
666,Economía,Baja,93
666,Economía,Media,86
666,Economía,Alta,100
667,Leyes,Baja,96
667,Leyes,Media,96
667,Leyes,Alta,108
668,Matemáticas,Baja,91
668,Matemáticas,Media,78
668,Matemáticas,Alta,96
669,Psicología,Baja,80
669,Psicología,Media,87
669,Psicología,Alta,84
670,Matemáticas,Baja,79
670,Matemáticas,Media,99
670,Matemáticas,Alta,83
671,Música,Baja,97
671,Música,Media,81
671,Música,Alta,93
672,Música,Baja,85
672,Música,Media,102
672,Música,Alta,95
673,Química,Baja,91
673,Química,Media,106
673,Química,Alta,100
674,Leyes,Baja,79
674,Leyes,Media,94
674,Leyes,Alta,97
675,Computación,Baja,82
675,Computación,Media,94
675,Computación,Alta,85
676,Computación,Baja,77
676,Computación,Media,87
676,Computación,Alta,94
677,Literatura,Baja,98
677,Literatura,Media,81
677,Literatura,Alta,105
678,Literatura,Baja,106
678,Literatura,Media,78
678,Literatura,Alta,99
679,Biología,Baja,74
679,Biología,Media,87
679,Biología,Alta,94
680,Música,Baja,87
680,Música,Media,93
680,Música,Alta,107
681,Música,Baja,87
681,Música,Media,88
681,Música,Alta,107
682,Música,Baja,85
682,Música,Media,98
682,Música,Alta,83
683,Arquitectura,Baja,81
683,Arquitectura,Media,83
683,Arquitectura,Alta,96
684,Computación,Baja,80
684,Computación,Media,75
684,Computación,Alta,86
685,Psicología,Baja,87
685,Psicología,Media,82
685,Psicología,Alta,94
686,Biología,Baja,91
686,Biología,Media,81
686,Biología,Alta,94
687,Arquitectura,Baja,92
687,Arquitectura,Media,90
687,Arquitectura,Alta,102
688,Psicología,Baja,88
688,Psicología,Media,89
688,Psicología,Alta,99
689,Química,Baja,90
689,Química,Media,101
689,Química,Alta,91
690,Arquitectura,Baja,83
690,Arquitectura,Media,92
690,Arquitectura,Alta,91
691,Química,Baja,81
691,Química,Media,98
691,Química,Alta,91
692,Música,Baja,79
692,Música,Media,76
692,Música,Alta,111
693,Física,Baja,90
693,Física,Media,95
693,Física,Alta,87
694,Física,Baja,85
694,Física,Media,86
694,Física,Alta,106
695,Arquitectura,Baja,90
695,Arquitectura,Media,88
695,Arquitectura,Alta,94
696,Leyes,Baja,92
696,Leyes,Media,82
696,Leyes,Alta,89
697,Leyes,Baja,86
697,Leyes,Media,91
697,Leyes,Alta,90
698,Literatura,Baja,82
698,Literatura,Media,98
698,Literatura,Alta,86
699,Leyes,Baja,83
699,Leyes,Media,76
699,Leyes,Alta,95
700,Física,Baja,85
700,Física,Media,86
700,Física,Alta,97
701,Física,Baja,103
701,Física,Media,90
701,Física,Alta,90
702,Música,Baja,81
702,Música,Media,73
702,Música,Alta,94
703,Biología,Baja,88
703,Biología,Media,91
703,Biología,Alta,104
704,Matemáticas,Baja,78
704,Matemáticas,Media,79
704,Matemáticas,Alta,91
705,Química,Baja,84
705,Química,Media,90
705,Química,Alta,83
706,Física,Baja,79
706,Física,Media,73
706,Física,Alta,91
707,Matemáticas,Baja,79
707,Matemáticas,Media,98
707,Matemáticas,Alta,91
708,Computación,Baja,85
708,Computación,Media,82
708,Computación,Alta,98
709,Leyes,Baja,70
709,Leyes,Media,96
709,Leyes,Alta,104
710,Literatura,Baja,91
710,Literatura,Media,80
710,Literatura,Alta,101
711,Literatura,Baja,85
711,Literatura,Media,94
711,Literatura,Alta,88
712,Música,Baja,81
712,Música,Media,84
712,Música,Alta,95
713,Biología,Baja,93
713,Biología,Media,87
713,Biología,Alta,103
714,Leyes,Baja,79
714,Leyes,Media,85
714,Leyes,Alta,91
715,Economía,Baja,93
715,Economía,Media,79
715,Economía,Alta,91
716,Química,Baja,95
716,Química,Media,84
716,Química,Alta,88
717,Física,Baja,76
717,Física,Media,83
717,Física,Alta,102
718,Computación,Baja,94
718,Computación,Media,96
718,Computación,Alta,82
719,Computación,Baja,94
719,Computación,Media,97
719,Computación,Alta,95
720,Biología,Baja,72
720,Biología,Media,104
720,Biología,Alta,94
721,Psicología,Baja,87
721,Psicología,Media,91
721,Psicología,Alta,79
722,Biología,Baja,94
722,Biología,Media,96
722,Biología,Alta,91
723,Economía,Baja,93
723,Economía,Media,94
723,Economía,Alta,94
724,Computación,Baja,94
724,Computación,Media,83
724,Computación,Alta,100
725,Biología,Baja,94
725,Biología,Media,86
725,Biología,Alta,95
726,Economía,Baja,85
726,Economía,Media,79
726,Economía,Alta,98
727,Literatura,Baja,95
727,Literatura,Media,80
727,Literatura,Alta,93
728,Leyes,Baja,85
728,Leyes,Media,79
728,Leyes,Alta,91
729,Arquitectura,Baja,93
729,Arquitectura,Media,90
729,Arquitectura,Alta,84
730,Física,Baja,73
730,Física,Media,78
730,Física,Alta,82
731,Física,Baja,89
731,Física,Media,88
731,Física,Alta,98
732,Economía,Baja,79
732,Economía,Media,79
732,Economía,Alta,88
733,Física,Baja,83
733,Física,Media,86
733,Física,Alta,92
734,Arquitectura,Baja,100
734,Arquitectura,Media,89
734,Arquitectura,Alta,97
735,Literatura,Baja,96
735,Literatura,Media,74
735,Literatura,Alta,96
736,Literatura,Baja,93
736,Literatura,Media,84
736,Literatura,Alta,90
737,Literatura,Baja,75
737,Literatura,Media,82
737,Literatura,Alta,107
738,Arquitectura,Baja,99
738,Arquitectura,Media,85
738,Arquitectura,Alta,99
739,Física,Baja,92
739,Física,Media,82
739,Física,Alta,92
740,Música,Baja,76
740,Música,Media,104
740,Música,Alta,113
741,Leyes,Baja,84
741,Leyes,Media,99
741,Leyes,Alta,87
742,Literatura,Baja,85
742,Literatura,Media,84
742,Literatura,Alta,94
743,Matemáticas,Baja,81
743,Matemáticas,Media,88
743,Matemáticas,Alta,94
744,Computación,Baja,86
744,Computación,Media,89
744,Computación,Alta,104
745,Música,Baja,78
745,Música,Media,77
745,Música,Alta,102
746,Computación,Baja,82
746,Computación,Media,85
746,Computación,Alta,84
747,Economía,Baja,97
747,Economía,Media,78
747,Economía,Alta,89
748,Psicología,Baja,83
748,Psicología,Media,92
748,Psicología,Alta,90
749,Matemáticas,Baja,88
749,Matemáticas,Media,88
749,Matemáticas,Alta,97
750,Economía,Baja,85
750,Economía,Media,86
750,Economía,Alta,81
751,Leyes,Baja,76
751,Leyes,Media,72
751,Leyes,Alta,107
752,Música,Baja,87
752,Música,Media,85
752,Música,Alta,78
753,Arquitectura,Baja,81
753,Arquitectura,Media,94
753,Arquitectura,Alta,96
754,Leyes,Baja,89
754,Leyes,Media,94
754,Leyes,Alta,96
755,Leyes,Baja,92
755,Leyes,Media,104
755,Leyes,Alta,98
756,Computación,Baja,92
756,Computación,Media,83
756,Computación,Alta,103
757,Biología,Baja,95
757,Biología,Media,98
757,Biología,Alta,99
758,Física,Baja,87
758,Física,Media,89
758,Física,Alta,92
759,Biología,Baja,93
759,Biología,Media,94
759,Biología,Alta,95
760,Arquitectura,Baja,81
760,Arquitectura,Media,96
760,Arquitectura,Alta,94
761,Música,Baja,84
761,Música,Media,86
761,Música,Alta,90
762,Literatura,Baja,93
762,Literatura,Media,78
762,Literatura,Alta,91
763,Leyes,Baja,86
763,Leyes,Media,90
763,Leyes,Alta,85
764,Leyes,Baja,77
764,Leyes,Media,97
764,Leyes,Alta,81
765,Computación,Baja,89
765,Computación,Media,94
765,Computación,Alta,88
766,Computación,Baja,98
766,Computación,Media,84
